         57347559 function calls (56106207 primitive calls) in 92.745 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/environment.py:1136(Template)
      731    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/variable.py:601(<genexpr>)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/lib/_nanfunctions_impl.py:253(nanmin)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1675(__or__)
      451    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/model.py:68(_get_items)
       43    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/scanner.py:545(fetch_value)
      493    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/variable.py:636(<genexpr>)
      321    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:538(p_external_declaration_2)
       79    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/composer.py:88(compose_scalar_node)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/defchararray.py:1(<module>)
     1088    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/collections.py:866(get_linewidth)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/ply/lex.py:663(get_rules)
      856    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      252    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/threading.py:1018(_set_ident)
      752    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/generic.py:807(_set_axis)
        2    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/gribapi/gribapi.py:2311(grib_get_api_version)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/arrayprint.py:550(wrapper)
     1088    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colorizer.py:564(get_array)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/__init__.py:1(<module>)
      145    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/structure/alignment.py:891(is_alignable)
      630    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:640(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/arrayprint.py:567(_array2string)
     1748    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/namedarray/core.py:524(attrs)
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:1539(_oindex_get)
      602    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:1936(p_empty)
      521    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/toolz/_signatures.py:600(<genexpr>)
       34    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:290(_is_class_var)
       29    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:1447(searchsorted)
       95    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/constructor.py:67(construct_object)
       69    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/arrays/timedeltas.py:1170(_validate_td64_dtype)
       72    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:541(_module_repr)
      712    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/packaging/version.py:207(<genexpr>)
      252    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/_weakrefset.py:39(_remove)
        2    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/decorator.py:215(decorator)
       82    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/cparser.py:465(_add_integer_constant)
       97    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:788(p_declaration_specifiers_no_type_1)
      145    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/backends/common.py:311(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/platform.py:1103(machine)
      621    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      708    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1096(__eq__)
      731    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/variable.py:610(<genexpr>)
      102    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/dataset.py:1169(_attr_sources)
     1142    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/multiarray.py:1098(copyto)
      570    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/model.py:47(_get_c_name)
      711    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/indexes/base.py:831(_reset_identity)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/_dok.py:18(_dok_base)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/messages.py:501(compat_create_exclusive)
       36    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/coding/times.py:162(_ensure_padded_year)
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/internals/blocks.py:2716(new_block)
  372/318    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1443(__hash__)
        5    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1452(__getitem__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/config.py:500(collect)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/doccer.py:269(filldoc)
      427    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_lexer.py:369(t_NEWLINE)
      330    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/reader.py:114(get_mark)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/doccer.py:298(unindent_dict)
       22    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/overrides.py:83(verify_matching_signatures)
      252    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/threading.py:1265(_make_invoke_excepthook)
      330    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/construction.py:416(extract_array)
     1088    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/colorizer.py:241(cmap)
       22    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:1347(p_parameter_declaration_2)
    429/1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/__config__.py:14(_cleanup)
      238    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/variable.py:570(_item_key_to_tuple)
       57    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/dataset.py:633(dict_merge)
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/lib/_version.py:151(__ge__)
       36    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/structure/merge.py:169(_assert_prioritized_valid)
      630    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
     1312    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/multiarray.py:580(can_cast)
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/_config/config.py:127(_get_single_key)
       14    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/doccer.py:317(unindent_string)
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/generic.py:278(__init__)
     1284    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:337(tuple)
       43    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/_local.py:252(_from_parsed_string)
     1410    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/indexes/base.py:1671(name)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/polynomial/hermite_e.py:1599(HermiteE)
       34    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/collections/__init__.py:673(update)
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/lib/_version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/ctypeslib.py:1(<module>)
       37    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/delayed.py:833(__init__)
     1850    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:1331(getfullargspec)
       55    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/warnings.py:170(simplefilter)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/tokens.py:1(<module>)
       41    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/series.py:784(name)
      180    0.000    0.000    0.000    0.000 {method '__array_namespace__' of 'numpy.ndarray' objects}
      417    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/dtypes/common.py:1399(_get_dtype)
     1088    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/patches.py:980(get_path)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/events.py:1(<module>)
    71/51    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      100    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/hashing.py:73(hash_buffer)
      406    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:249(_type_modify_decl)
       34    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexes.py:543(normalize_label)
     1088    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:2333(_sum_dispatcher)
     2085    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/copy.py:173(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/system.py:44(cpu_count)
       18    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/json/encoder.py:205(iterencode)
     2193    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
     1088    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:3614(_round_dispatcher)
