         57347559 function calls (56106207 primitive calls) in 92.745 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2206    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:3519(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/messages.py:357(FieldsetIndex)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_ast.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/lib/_arraysetops_impl.py:145(unique)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/setters.py:1(<module>)
     2176    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/artist.py:1088(set_in_layout)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/interpolate/_fitpack2.py:1(<module>)
     2176    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backend_bases.py:918(set_url)
      504    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      795    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:91(peek)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/parser.py:1(<module>)
      109    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/metadata/__init__.py:851(normalize)
     4198    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
     2252    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:43(__getitem__)
     1465    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:82(groups)
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/series.py:978(__array__)
     1203    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/variable.py:869(encoding)
     2194    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:3185(_min_dispatcher)
      105    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/dtypes/common.py:1163(is_float_dtype)
     2188    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/function_base.py:20(_linspace_dispatcher)
     2176    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/contextlib.py:792(__exit__)
      316    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1358(__getattr__)
     2170    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backend_bases.py:2721(destroy)
      809    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/namedarray/core.py:437(dtype)
       22    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/overrides.py:142(decorator)
     2176    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backend_bases.py:1793(is_saving)
     3270    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:349(as_integer_or_none)
       54    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/coding/common.py:56(__init__)
     2193    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/concurrent/futures/thread.py:48(__init__)
      637    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
       90    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_docscrape.py:475(_str_param_list)
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/_config/config.py:145(_get_option)
       19    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/cfmessage.py:135(build_valid_time)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/constructor.py:54(construct_document)
     2176    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/cbook.py:123(__call__)
        2    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/api.py:806(_load_backend_lib)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/lib/_index_tricks_impl.py:346(__getitem__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/ply/yacc.py:286(__init__)
        9    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:2054(__new__)
      238    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1122(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/config.py:645(update_defaults)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/indexes/base.py:842(_engine)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/ply/yacc.py:313(set_defaulted_states)
     17/3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/config.py:83(update)
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.load_library}
        7    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_util.py:593(getfullargspec_no_self)
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/dataarray.py:214(_check_data_shape)
       18    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/concurrent/futures/_base.py:144(__init__)
      171    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/dtypes/common.py:137(is_object_dtype)
       17    0.000    0.000    0.000    0.000 /Users/barnaby_platt/PersonalCode/weather/colormap.py:69(get_temp_range_for_level)
      498    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
     2193    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/lib/_function_base_impl.py:894(_copy_dispatcher)
       57    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/gribapi/errors.py:377(raise_grib_error)
      159    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:1548(__getitem__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/unittest/loader.py:1(<module>)
     2176    0.000    0.000    0.000    0.000 {built-in method math.degrees}
       92    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:2430(__init__)
      636    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:546(_check_and_raise_if_non_basic_indexer)
       18    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      242    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/copy.py:192(_deepcopy_list)
       87    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:422(__init__)
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/namedarray/pycompat.py:34(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/special/_multiufuncs.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/lib/_arraysetops_impl.py:339(_unique1d)
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/dataarray.py:996(xindexes)
      422    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:1163(p_xxx_declarator_1)
      109    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/model.py:235(as_function_pointer)
      488    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:111(get)
     1489    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      355    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:448(_uniq)
        3    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_held_figure)
     2176    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backend_bases.py:2737(set_window_title)
    30/16    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/constructor.py:410(construct_yaml_map)
      108    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/metadata/__init__.py:936(_name_from_stem)
      180    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/compat/array_api_compat.py:50(_get_single_namespace)
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/decorator.py:200(decorate)
     1181    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1437(__eq__)
       25    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:2094(_attrs_to_init_script)
     1904    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       85    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/utils.py:346(to_0d_array)
      206    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      164    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/metadata/__init__.py:110(read)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/_pep440.py:1(<module>)
      905    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:332(__init__)
      108    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/compat/pdcompat.py:76(timestamp_as_unit)
      306    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/dataarray.py:861(dims)
     2176    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/contextlib.py:786(__init__)
     2176    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/matplotlib/backend_bases.py:1866(draw)
       15    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/constructor.py:215(construct_mapping)
       26    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/__init__.py:174(search)
       76    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/scanner.py:1311(scan_plain_spaces)
      413    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:1157(p_declarator)
       87    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/backends/locks.py:66(__exit__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tokenize.py:358(detect_encoding)
      225    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/construction.py:696(_sanitize_ndim)
      266    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/weakref.py:427(__setitem__)
     2176    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/contextlib.py:789(__enter__)
     2176    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/shape_base.py:76(_atleast_2d_dispatcher)
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/dataset.py:311(expand_item)
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/cparser.py:480(_process_macros)
       15    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/parser.py:422(parse_block_mapping_first_key)
     1902    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      180    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/ply/yacc.py:3140(<lambda>)
      207    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/dtypes/common.py:572(condition)
     3312    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/reader.py:87(peek)
      294    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/model.py:264(__init__)
      102    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/utils.py:168(get_valid_numpy_dtype)
       98    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1757(<genexpr>)
       25    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:261(_make_attr_tuple_class)
      344    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/coding/common.py:117(pop_to)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/exceptions.py:1(<module>)
       43    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/_local.py:245(_from_parsed_parts)
      775    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/cparser.py:585(_extract_quals)
       55    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/variable.py:428(data)
        5    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/_lib/decorator.py:144(make)
       60    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:2488(from_counting_attr)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tokenize.py:382(read_or_stop)
        4    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:1747(_add_eq)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/structure/alignment.py:550(align)
       94    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:1057(_add_member_)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:580(__getitem__)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       18    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/concurrent/futures/thread.py:127(__init__)
     1134    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:2236(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/parser.py:48(Parser)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:3453(cumprod)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/order.py:1(<module>)
      100    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/hashing.py:94(hash_buffer_hex)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_lexer.py:24(__init__)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/metadata/__init__.py:759(mtime)
      132    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/toolz/functoolz.py:196(__init__)
       18    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/json/__init__.py:183(dumps)
       60    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/attr/_make.py:105(attrib)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/structure/merge.py:499(_get_priority_vars_and_indexes)
      237    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/getlimits.py:697(__init__)
      207    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/scanner.py:135(get_token)
       15    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:484(__prepare__)
     3221    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:2785(default)
      348    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/dtypes/common.py:1331(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/jinja2/nodes.py:105(Node)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/unittest/case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/_sputils.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/special/_multiufuncs.py:25(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/scipy/sparse/_dok.py:1(<module>)
     2100    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:112(__init__)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/utils.py:670(is_remote_uri)
      877    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexes.py:1640(<genexpr>)
     1701    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       15    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/constructor.py:132(construct_mapping)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/backends/plugins.py:82(set_missing_parameters)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cfgrib/abc.py:14(Index)
      108    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/structure/merge.py:345(append_all)
       57    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/gribapi/errors.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/plyparser.py:86(template)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/cffi/model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/config.py:527(refresh)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/_expr.py:1(<module>)
       34    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/collections/__init__.py:599(__init__)
       51    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:371(__getitem__)
      621    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        3    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/backends/plugins.py:48(detect_parameters)
       13    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/tokenize.py:159(normalize_seq)
     1230    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/yaml/scanner.py:279(stale_possible_simple_keys)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:812(Literal)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/conventions.py:256(_update_bounds_attributes)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/dask/hashing.py:1(<module>)
      261    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/dtypes/common.py:131(<lambda>)
      102    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/namedarray/core.py:752(sizes)
      321    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/c_parser.py:768(p_declaration)
       18    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/json/encoder.py:183(encode)
     2256    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/indexing.py:644(shape)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/arrayprint.py:1685(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pycparser/ply/lex.py:570(get_all)
      731    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/xarray/core/variable.py:606(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/toolz/curried/operator.py:1(<module>)
      759    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/_core/arrayprint.py:605(array2string)
        1    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/numpy/polynomial/hermite_e.py:1(<module>)
20741/166    0.648    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      405    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.3/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:1587(_get_value)
       18    0.000    0.000    0.000    0.000 /Users/barnaby_platt/Documents/Weather/weather_env/lib/python3.13/site-packages/pandas/core/base.py:541(to_numpy)
